Key,english
perkSkullCrusherRank5BWLongDesc,"Weight, timing, and ruin meet in one swing. Sledgehammers deal 50% more damage as well as degrading 30% less. Power attacks have a 75% chance to knock down enemies and a 50% chance to knock down nearby foes. Stamina costs are reduced by 60% for both attacks. Killing blows grant 50 stamina. 10% more chance of finding Sledgehammers, parts, Get Hammered magazines and sledgehammer saga perk books in loot. Deal 200% more damage to doors and safes. Gain 10% attack speed with sledgehammers."
perkFlurryOfFortitudeRank1BWLongDesc,"Fists answer pain with harder rhythm. Gain 10% faster attack speed with brawling weapons and a 5% armor-shred chance. KO instant-kill chance starts at rank 4."
perkFlurryOfFortitudeRank2BWLongDesc,"Fists answer pain with harder rhythm. Gain 15% faster attack speed with brawling weapons and a 10% armor-shred chance. KO instant-kill chance starts at rank 4."
perkFlurryOfFortitudeRank3BWLongDesc,"Fists answer pain with harder rhythm. Gain 20% faster attack speed with brawling weapons and a 15% armor-shred chance. KO instant-kill chance starts at rank 4."
perkFlurryOfFortitudeRank4BWLongDesc,"Fists answer pain with harder rhythm. Gain 25% faster attack speed with brawling weapons, a 20% armor-shred chance, and a 5% chance to finish KO'd enemies."
perkFlurryOfFortitudeRank5BWLongDesc,"Fists answer pain with harder rhythm. Gain 30% faster attack speed with brawling weapons, a 25% armor-shred chance, and a 10% chance to finish KO'd enemies."
perkDeepCutsRank1BWLongDesc,"Steel writes lessons that do not fade. Knives deal 10% more damage as well as degrading 10% less. Inflict up to 20 Bleeding Wounds on an enemy and a power attack inflicts 12 while a normal attack inflicts 2. Every attack refreshes the duration on bleeding and increases the number of stacks on an enemy exponentially. Enemies run 10% slower while bleeding. Stamina costs are reduced by 20% for both attacks. Killing blows grant 10 stamina. Have 2% more chance of finding Knives/parts/Knife Guy magazines in loot."
perkDeepCutsRank2BWLongDesc,"Steel writes lessons that do not fade. Knives deal 20% more damage as well as degrading 15% less. Inflict up to 40 Bleeding Wounds on an enemy and a power attack inflicts 14 while a normal attack inflicts 4. Stamina costs are reduced by 30% for both attacks. Killing blows grant 15 stamina. Have 4% more chance of finding Knife Guy magazines."
perkDeepCutsRank3BWLongDesc,"Steel writes lessons that do not fade. Knives deal 30% more damage as well as degrading 20% less. Inflict up to 60 Bleeding Wounds on an enemy and a power attack inflicts 16 while a normal attack inflicts 6. Glancing blows have a 40% chance to cause 1 Bleeding Wound. Enemies run 15% slower while bleeding. Stamina costs are reduced by 40% for both attacks. Killing blows grant 20 stamina. Have 6% more chance of finding Knives/parts/Knife Guy magazines in loot."
perkDeepCutsRank4BWLongDesc,"Steel writes lessons that do not fade. Knives deal 40% more damage as well as degrading 25% less. Inflict up to 80 Bleeding Wounds on an enemy and a power attack inflicts 18 while a normal attack inflicts 8. Glancing blows have a 70% chance to cause 1 Bleeding Wound. Stamina costs are reduced by 50% for both attacks. Killing blows grant 25 stamina. Have 8% more chance of finding Knives/parts/Knife Guy magazines in loot."
perkDeepCutsRank5BWLongDesc,"Steel writes lessons that do not fade. Knives deal 50% more damage as well as degrading 30% less. Inflict up to 100 Bleeding Wounds on an enemy and a power attack inflicts 20 while a normal attack inflicts 10. All glancing blows cause 1 Bleeding Wound. Stamina costs are reduced by 60% for both attacks. Enemies run 20% slower while bleeding. Killing blows grant 35 stamina. Have 10% more chance of finding Knives/parts/Knife Guy magazines in loot."
perkJavelinMasterRank1BWLongDesc,"The point travels where the arm commands. Spears do 10% more damage and power attacks have a 20% chance to slow enemies as well as degrading 10% less. Stamina costs are reduced by 20% for both attacks. Killing blows grant 10 stamina. Gain 10% more range with spears. 2% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot."
perkJavelinMasterRank2BWLongDesc,"The point travels where the arm commands. Spears inflict 20% more damage and power attacks have a 40% chance to slow enemies as well as degrading 15% less. Stamina costs are reduced by 30% for both attacks. Killing blows grant 15 stamina. Gain 15% more range with spears. 4% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot."
perkJavelinMasterRank3BWLongDesc,"The point travels where the arm commands. Spears inflict 30% more damage and and power attacks have a 60% chance to slow enemies as well as degrading 20% less. Stamina costs are reduced by 40% for both attacks. Killing blows grant 20 stamina. Gain 20% more range with spears. 6% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot."
perkJavelinMasterRank4BWLongDesc,"The point travels where the arm commands. Spears inflict 40% more damage and power attacks have a 80% chance to slow enemies as well as degrading 25% less. Stamina costs are reduced by 50% for both attacks. Killing blows grant 25 stamina. Gain 25% more range with spears. 8% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot."
perkJavelinMasterRank5BWLongDesc,"The point travels where the arm commands. Spears inflict 50% more damage and power attacks have a 100% chance to slow enemies as well as degrading 30% less. Stamina costs are reduced by 60% for both attacks. Killing blows grant 35 stamina. Gain 30% more range with spears. 10% more chance of finding Spears/parts/Sharp sticks magazines/Spear Hunters perk books in loot."
perkSalvageOperationsRank1BWLongDesc,"The dead world still has parts worth saving. Salvage tools deal 10% more damage and degrade 10% less. Harvest 20% faster and gain up to 20% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 20% for both attacks. 10% faster attack speed with a wrench/ratchet/impact driver and 2% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 10 stamina."
perkSalvageOperationsRank2BWLongDesc,"The dead world still has parts worth saving. Salvage tools deal 20% more damage and degrade 15% less. Harvest 40% faster and gain up to 40% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 30% for both attacks. 15% faster attack speed with a wrench/ratchet/impact driver and 4% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 15 stamina."
perkSalvageOperationsRank3BWLongDesc,"The dead world still has parts worth saving. Salvage tools deal 30% more damage and degrade 20% less. Harvest 60% faster and gain up to 60% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 40% for both attacks. 20% faster attack speed with a wrench/ratchet/impact driver and 6% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 20 stamina."
perkSalvageOperationsRank4BWLongDesc,"The dead world still has parts worth saving. Salvage tools deal 40% more damage and degrade 25% less. Harvest 80% faster and gain up to 80% more resources with a wrench/ratchet/impact driver. Stamina costs are reduced by 50% for both attacks. 25% faster attack speed with a wrench/ratchet/impact driver and 8% more chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 25 stamina."
perkSalvageOperationsRank5BWLongDesc,"The dead world still has parts worth saving. Salvage tools deal 50% more damage and degrade 30% less. Harvest 100% faster and gain up to 100% more resources with a wrench/ratchet/impact driver. Gain 30% faster attack speed with a wrench/ratchet/impact driver and 10% chance of finding Tools/parts/Scrapping 4 fun magazines/Wasteland Treasures perk books in loot. Killing blows with salvaging tools grant 35 stamina and stamina costs are reduced by 60% for both attacks."
perkPhysicianRank1BWLongDesc,"A steady hand keeps death waiting outside. Treated Critical injuries heal 15% faster. Medical healing items heal 25% more health over time. Gain 100% more XP using bandages/first aid bandages/first aid kits/splints/casts. Medkits remove abrasions instantly, splints and casts cure sprains instantly and you gain 2% more chance of finding medical items and Medical Journal magazines in loot."
perkPhysicianRank2BWLongDesc,"A steady hand keeps death waiting outside. Treated Critical injuries heal 25% faster. Medical healing items heal 50% more health over time. Gain 200% more XP using bandages/first aid bandages/first aid kits/splints/casts. First aid bandages heal abrasions instantly, craft items in the Chemistry Station 20% faster and gain 4% more chance of finding medical items and Medical Journal magazines in loot."
perkPhysicianRank3BWLongDesc,"A steady hand keeps death waiting outside. Treated Critical injuries heal 50% faster. Medical healing items heal 100% more health over time. Gain 500% more XP using bandages/first aid bandages/first aid kits/splints/casts and gain 6% more chance of finding medical items and Medical Journal magazines in loot. Casts cure broken limbs instantly. Field medic: I've got you homie! Medkits now also heal 5% infections."
perkPhysicianRank4BWLongDesc,"A steady hand keeps death waiting outside. Treated Critical injuries heal 75% faster. Medical healing items heal 125% more health over time. Dr. House: You like roasting your friends for getting hit by the zombies, medkits now also instantly cure sprained limbs, heal 10% infections and grant the effects of painkillers(thirst included). Gain an additional 20% chance to dismember enemies with batons. Craft items in the Chemistry Station 40% faster and gain 8% more chance of finding medical items and Medical Journal magazines in loot."
perkPhysicianRank5BWLongDesc,"A steady hand keeps death waiting outside. Treated Critical injuries heal 90% faster. Medical healing items heal 150% more health over time. Doctor Who: It's bigger on the inside. You carry everything you need in a single first aid crate, even your sonic screwdriver, medkits now also instantly cure sprained and broken limbs, heal 25% infections, and grant the effects of vitamins, painkillers and fort bites(thirst included). Each blow landed with a stun baton has a 10% chance of dealing 1500 flat damage. Gain 10% more chance of finding medical items and Medical Journal magazines in loot."
perkDeadEyeRank1BWLongDesc,"The breath stills; the shot remembers. Sniper rifles deal 10% more damage, aim and reload 10% faster. Gain 6% ADS spread. Sniper rifles degrade 10% slower and have 5% recoil control as well as 20% faster spread recovery. Bullets lose 20% damage less at max range and sniper rifles gain 20% more effective range. Have 2% more chance of finding 7.62mm ammo/Rifle World magazines/parts/sniper rifles/Sniper perk books in loot."
perkDeadEyeRank2BWLongDesc,"The breath stills; the shot remembers. Sniper rifles deal 20% more damage, aim 20% faster and have 15% faster reload speed. Gain 5% ADS spread. Sniper rifles degrade 15% slower and have 10% recoil control as well as 50% faster spread recovery. Bullets lose 40% damage less at max range and sniper rifles gain 40% more effective range. Have 4% more chance of finding 7.62mm ammo/Rifle World magazines/parts/sniper rifles/Sniper perk books in loot."
perkDeadEyeRank3BWLongDesc,"The breath stills; the shot remembers. Sniper rifles deal 30% more damage, aim 32% faster and have 20% faster relaod speed. Use 10% less stamina while aiming down sights. Kill Streak: 3 consecutive kills increase damage bonus by 10%/20% to a maximum of 30%. Gain 4% ADS spread. Sniper rifles degrade 20% slower and have 15% recoil control as well as 82% faster spread recovery. Bullets lose 60% damage less at max range. Sniper rifles gain 60% more effective range. Have 6% more chance of finding 7.62mm ammo/Rifle World magazines/parts/sniper rifles/Sniper perk books in loot."
perkDeadEyeRank4BWLongDesc,"The breath stills; the shot remembers. Sniper rifles deal 40% more damage, aim 45% faster and have 25% faster reload speed. Use 20% less stamina while aiming down sights. Kill Streak: 3 consecutive kills increase damage bonus by 20%/30% to a maximum of 40%. Gain 3% ADS spread. Sniper rifles degrade 25% slower and have 20% recoil control as well as 115% faster spread recovery. Bullets lose 80% damage less at max range. Sniper rifles gain 80% more effective range. Have 8% more chance of finding 7.62mm ammo/Rifle World magazines/parts/sniper rifles/Sniper perk books in loot."
perkDeadEyeRank5BWLongDesc,"The breath stills; the shot remembers. Sniper rifles deal 50% more damage, aim 60% faster and have 30% faster reload speed. Use 30% less stamina while aiming down sights. Kill Streak: 3 consecutive kills increase damage bonus by 30%/40% up to a maximum of 50%. Gain 2% ADS spread. Sniper rifles degrade 30% slower and have 25% recoil control as well as 150% faster spread recovery. Bullets have no damage dropoff on distance. Sniper rifles gain 100% more effective range. Have 10% more chance of finding 7.62mm ammo/Rifle World magazines/parts/sniper rifles/Sniper perk books in loot."
perkMachineGunnerRank1BWLongDesc,"The barrel drums a road through the horde. Machine guns deal 10% more damage. have 5% faster fire rate and 10% faster reload. 2% more chance of finding more ARs/LMGs/parts/7.62mm/Tactical Warfare magazines/The Automatic Weapon Handbook perk books ammo in loot. 10% bonus magazine size for ARs/LMGs. ARs/LMGs degrade 10% slower. 10% faster spread recovery. 22% spread when ADS."
perkMachineGunnerRank2BWLongDesc,"The barrel drums a road through the horde. Machine guns deal 20% more damage. have 10% faster fire rate and 15% faster reload. 4% more chance of finding more ARs/LMGs/parts/7.62mm/Tactical Warfare magazines/The Automatic Weapon Handbook perk books ammo in loot. 20% bonus magazine size for ARs/LMGs. ARs/LMGss degrade 15% slower. 30% faster spread recovery. 16% spread when ADS."
perkMachineGunnerRank3BWLongDesc,"The barrel drums a road through the horde. Machine guns deal 30% more damage. have 15% faster fire rate and reload 20% faster. Commando Adrenaline: Each shot scored with automatic weapons gives you 2 stamina. 6% more chance of finding more ARs/LMGs/parts/7.62mm/Tactical Warfare magazines/The Automatic Weapon Handbook perk books ammo in loot. 30% bonus magazine size for ARs/LMGs. ARs/LMGs degrade 20% slower. 50% faster spread recovery. 10% spread when ADS."
perkMachineGunnerRank4BWLongDesc,"The barrel drums a road through the horde. Machine guns deal 40% more damage. have 20% faster fire rate and reload 25% faster. Commando Adrenaline: Each shot scored with automatic weapons gives you 4 stamina. 8% more chance of finding more ARs/LMGs/parts/7.62mm/Tactical Warfare magazines/The Automatic Weapon Handbook perk books ammo in loot. 40% bonus magazine size for ARs/LMGs ARs/LMGs degrade 25% slower. 70% faster spread recovery. 6% spread when ADS."
perkMachineGunnerRank5BWLongDesc,"The barrel drums a road through the horde. Machine guns deal 50% more damage. have 25% faster fire rate and reload 30% faster. Commando Adrenaline: Each shot scored with automatic weapons gives you 6 stamina. 10% more chance of finding more ARs/LMGs/parts/7.62mm ammo/Tactical Warfare magazines/The Automatic Weapon Handbook perk books in loot. 50% bonus magazine size for ARs/LMGs. ARs/LMGs degrade 30% slower. 90% faster spread recovery. 2% spread when ADS."
perkPenetratorRank1BWLongDesc,"Armor is only a rumor to a patient shot. Firearms, bows, turrets, and Penetrator attacks reduce target armor by 10%; spears reduce armor by 15%."
perkPenetratorRank2BWLongDesc,"Armor is only a rumor to a patient shot. Firearms, bows, turrets, and Penetrator attacks reduce target armor by 20%; spears reduce armor by 25%."
perkPenetratorRank3BWLongDesc,"Armor is only a rumor to a patient shot. Firearms, bows, turrets, and Penetrator attacks reduce target armor by 30%; spears reduce armor by 35%."
perkPenetratorRank4BWLongDesc,"Armor is only a rumor to a patient shot. Firearms, bows, turrets, and Penetrator attacks reduce target armor by 40%; spears reduce armor by 45%. Dead Eye shots penetrate 1 extra target."
perkPenetratorRank5BWLongDesc,"Armor is only a rumor to a patient shot. Firearms, bows, turrets, and Penetrator attacks reduce target armor by 50%; spears reduce armor by 55%."
perkGunslingerRank1BWLongDesc,"A sidearm speaks best from a steady wrist. Pistols and SMGs deal 10% more damage. have 5% faster fire rate and 10% faster reload. 2% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 10% slower. 10% faster spread recovery. 35% spread while ADS. 5/10% better vertical/horizontal recoil control."
perkGunslingerRank2BWLongDesc,"A sidearm speaks best from a steady wrist. Pistols and SMGs deal 20% more damage. have 10% faster fire rate and 15% faster reload. 4% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 15% slower. 30% faster spread recovery. 26% spread while ADS. 10/20% better vertical/horizontal recoil control."
perkGunslingerRank3BWLongDesc,"A sidearm speaks best from a steady wrist. Pistols and SMGs deal 30% more damage. have 15% faster fire rate and 20% faster reload. Critical Damage: 5 successive hits in a short time cause critical damage. 6% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 20% slower. 50% faster spread recovery. 17% spread while ADS. 15/30% better vertical/horizontal recoil control."
perkGunslingerRank4BWLongDesc,"A sidearm speaks best from a steady wrist. Pistols and SMGs deal 40% more damage. have 20% faster fire rate and 25% faster reload. Critical Damage: 4 successive hits in a short time cause the last shot to do 100% extra damage. 8% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 25% slower. 70% faster spread recovery. 8% spread while ADS. 20/40% better vertical/horizontal recoil control."
perkGunslingerRank5BWLongDesc,"A sidearm speaks best from a steady wrist. Pistols and SMGs deal 50% more damage. have 25% faster fire rate and 30% faster reload. Critical Damage: 3 successive hits in a short time cause the last shot to do 100% extra damage. 10% more chance of finding Pistols/SMGs/parts/9mm ammo/handgun Magazines/Pistol Pete/Magnum Enforcer perk books in loot. Pistols/SMGs degrade 30% slower. 90% faster spread recovery. 2% spread while ADS. 25/50% better vertical/horizontal recoil control."
perkBoomstickRank1BWLongDesc,"The room learns to fear the muzzle flash. Shotguns keep their core handling bonuses. The extra point-blank damage starts later; this rank adds no close-range bonus."
perkBoomstickRank2BWLongDesc,"The room learns to fear the muzzle flash. Shotguns deal +10% extra entity damage at point-blank range up to 4m."
perkBoomstickRank3BWLongDesc,"The room learns to fear the muzzle flash. Shotguns deal +20% extra entity damage at point-blank range up to 4m."
perkBoomstickRank4BWLongDesc,"The room learns to fear the muzzle flash. Shotguns deal +35% extra entity damage at point-blank range up to 4m."
perkBoomstickRank5BWLongDesc,"The room learns to fear the muzzle flash. Shotguns deal +50% extra entity damage at point-blank range up to 4m. Leg shots can cripple."
perkDemolitionsExpertRank1BWLongDesc,"Every fuse is a promise kept loudly. Explosives gain +4% dismember chance, +8% reload speed, and +5% handling. RPGs gain projectile speed and durability bonuses ."
perkDemolitionsExpertRank2BWLongDesc,"Every fuse is a promise kept loudly. Explosives gain +8% dismember chance. Rocket handling and reload improve steadily."
perkDemolitionsExpertRank3BWLongDesc,"Every fuse is a promise kept loudly. Explosives gain +12% dismember chance with moderate handling, reload, and projectile-speed bonuses."
perkDemolitionsExpertRank4BWLongDesc,"Every fuse is a promise kept loudly. Explosives gain +20% dismember chance and up to +15% block/entity damage."
perkDemolitionsExpertRank5BWLongDesc,"Every fuse is a promise kept loudly. Explosives gain +30% dismember chance, +30% block/entity damage, +25% reload speed, and +30% handling. Unlock incendiary rocket recipe."
perkFlurryOfPerceptionRank1BWLongDesc,"Distance bends when the spear finds its line. Spears gain +5% range and +10% attack speed. Long-range impale starts at rank 2."
perkFlurryOfPerceptionRank2BWLongDesc,"Distance bends when the spear finds its line. Spears gain faster attack speed, scaling range, and a 6% long-range impale chance for +60 flat damage."
perkFlurryOfPerceptionRank3BWLongDesc,"Distance bends when the spear finds its line. Spears gain faster attack speed, scaling range, and an 8% long-range impale chance for +60 flat damage."
perkFlurryOfPerceptionRank4BWLongDesc,"Distance bends when the spear finds its line. Spears gain faster attack speed, scaling range, and a 10% long-range impale chance for +75 flat damage."
perkFlurryOfPerceptionRank5BWLongDesc,"Distance bends when the spear finds its line. Spears gain +20% range, +30% attack speed, and a 12% long-range impale chance for +75 flat damage."
perkFlurryOfAgilityRank1BWLongDesc,"A blade is quickest when fear looks elsewhere. Gain 10% faster knife attack speed and +10% limb dismember chance, doubled to +20% on power attacks. Smoke Bomb starts later."
perkFlurryOfAgilityRank2BWLongDesc,"A blade is quickest when fear looks elsewhere. Gain 15% faster knife attack speed and +20% limb dismember chance, +35% on power attacks. Smoke Bomb starts later."
perkFlurryOfAgilityRank3BWLongDesc,"A blade is quickest when fear looks elsewhere. Gain 20% faster knife attack speed and +30% limb dismember chance, +50% on power attacks. At 25% health or less, damage can trigger a 5 second Smoke Bomb outside blood moons."
perkFlurryOfAgilityRank4BWLongDesc,"A blade is quickest when fear looks elsewhere. Gain 25% faster knife attack speed and +40% limb dismember chance, +75% on power attacks. At 35% health or less, damage can trigger a 7.5 second Smoke Bomb outside blood moons."
perkFlurryOfAgilityRank5BWLongDesc,"A blade is quickest when fear looks elsewhere. Gain 30% faster knife attack speed and +50% limb dismember chance, +100% on power attacks. At 45% health or less, damage can trigger a 10 second Smoke Bomb outside blood moons."
perkFlurryOfStrengthRank1BWLongDesc,"Heavy weapons move like thunder with a pulse. Sledgehammers gain 10% faster attack speed and reduce target armor by 5%. Clubs gain 10% faster attack speed and +5% power-attack dismember chance."
perkFlurryOfStrengthRank2BWLongDesc,"Heavy weapons move like thunder with a pulse. Sledgehammers gain 15% faster attack speed and reduce target armor by 15%. Clubs gain 15% faster attack speed and +10% power-attack dismember chance."
